,BlockAddress,City,Complaint_ID,CrimeDescription,CrimeStatus,Crime_ID,District,Latitude,LevelofOffense,Longitude,NumOfActors,NumOfVictims,Premises,ReportDate,State,Timestamp
9113," 30-H, Canalberg Housing Society Multan Road, Lahore",Lahore ,,Assault,ATTEMPTED,3679.0,District Lahore,31.55244,VIOLATION,74.35244,2,5,PETROL PUMP,5/23/2012,PUNJAB,5/23/2012 15:16:42
9114," 8 Mustafa Colony, Gujranwala",Gujranwala,,Theft,COMPLETED,3682.0,District Gujranwala,32.1515665,MISDMEANOR,74.1815665,2,7,OTHER,3/5/2012,PUNJAB,3/5/2012 0:21:15
9115," Food Street Fort Road, Lahore",Lahore ,,Car stolen,ATTEMPTED,3686.0,District Lahore,31.5234,MISDMEANOR,74.3234,3,10,PUBLIC TRANSPORT,4/16/2013,PUNJAB,4/16/2013 6:51:23
9116," Sector S, Lahore",Lahore ,,Vandalism,ATTEMPTED,3690.0,District Lahore,31.51512,FELONY,74.31512,7,6,RESTAURANT/DINER,1/28/2013,PUNJAB,1/28/2013 3:07:10
9117," Mohalla Noor Baba, Gujranwala",Gujranwala,,Assault,COMPLETED,3694.0,District Gujranwala,32.1587685,Invalid character class first,74.1887685,4,5,RESIDENCE,1/28/2012,PUNJAB,1/28/2012 23:58:18
9118," Kangniwala, Gujranwala",Gujranwala,,Mugging,ATTEMPTED,3696.0,District Gujranwala,32.1533215,MISDEMEANOR,74.1833215,7,7,GYM/FITNESS FACILITY,7/3/2014,PUNJAB,7/3/2014 6:34:29
9119," Iftikhar Colony, Gujranwala",Gujranwala,,Theft,ATTEMPTED,3697.0,District Gujranwala,32.1510335,MISDMEANOR,74.1810335,10,7,PUBLIC TRANSPORT,7/17/2015,PUNJAB,7/17/2015 22:05:53
9120," Chaman Zar Road, Rawalpindi",Islamabad,,Narcotics,COMPLETED,3698.0,District Islamabad,33.6168,VIOLATION,72.1468,4,8,HIGHWAY,11/7/2013,PUNJAB,11/7/2013 19:39:34
9121," Gondlanwala Rd, Gujranwala",Gujranwala,,Corruption and Bribery,ATTEMPTED,3699.0,District Gujranwala,32.156292,MISDMEANOR,74.186292,1,5,BUS STOP,9/8/2014,PUNJAB,9/8/2014 22:19:23
9122," Service Road, Gujranwala",Gujranwala,,Robbery,ATTEMPTED,3707.0,District Gujranwala,32.150455,FELONY,74.180455,1,5,PUBLIC BUILDING,3/2/2011,PUNJAB,3/2/2011 3:36:18
9123," G.O.R - V, Lahore",Lahore ,,Car stolen,COMPLETED,3713.0,District Lahore,31.5831,FELONY,74.3831,8,3,SCHOOL,10/4/2012,PUNJAB,10/4/2012 22:36:53
9124," Ittefaq Colony, Gujranwala",Gujranwala,,Vandalism,COMPLETED,3714.0,District Gujranwala,32.1562985,MISDEMEANOR,74.1862985,7,6,FACTORY/WAREHOUSE,4/3/2015,PUNJAB,4/3/2015 6:56:12
9125," Jogging Track, University of The Punjab, Lahore",Lahore ,,Mugging,ATTEMPTED,3720.0,District Lahore,31.5054,MISDMEANOR,74.3054,10,10,AIRPORT,1/11/2013,PUNJAB,1/11/2013 2:18:13
9126," Over Head Bridge, Gujranwala",Gujranwala,,Vandalism,COMPLETED,3721.0,District Gujranwala,32.158398,FELONY,74.188398,10,1,PUBLIC BUILDING,1/15/2012,PUNJAB,1/15/2012 20:38:43
9127," Ali Park, Ferozewala",Gujranwala,,Car stolen,COMPLETED,3723.0,District Gujranwala,32.158385,MISDMEANOR,74.188385,8,11,PUBLIC BUILDING,7/10/2014,PUNJAB,7/10/2014 19:37:53
9128," Bagh Ali Road, Lahore",Lahore ,,Corruption and Bribery,COMPLETED,3729.0,District Lahore,31.54566,MISDMEANOR,74.34566,5,7,SCHOOL,9/16/2011,PUNJAB,9/16/2011 16:57:36
9129," Humayun Road, Lahore",Lahore ,,Mugging,COMPLETED,3730.0,District Lahore,31.57302,VIOLATION,74.37302,6,12,RESTAURANT/DINER,1/5/2011,PUNJAB,1/5/2011 1:18:07
9130," Street Haji Abdul Kareem, Gujranwala",Gujranwala,,Burglury,COMPLETED,3733.0,District Gujranwala,32.152067,VIOLATION,74.182067,7,12,OTHER,2/23/2011,PUNJAB,2/23/2011 18:17:15
9131," Grand Trunk Road, Ferozewala",Gujranwala,,Narcotics,ATTEMPTED,3737.0,District Gujranwala,32.159854,VIOLATION,74.189854,6,10,BUS STOP,2/21/2015,PUNJAB,2/21/2015 21:14:26
9132," Gujranwala City, Gujranwala 52250",Gujranwala,,Rape,ATTEMPTED,3738.0,District Gujranwala,32.1575335,VIOLATION,74.1875335,7,1,SUPERMARKET/STORE,10/8/2013,PUNJAB,10/8/2013 0:57:45
9133," Mini Market Round About, Lahore",Lahore ,,Robbery,ATTEMPTED,3748.0,District Lahore,31.52304,VIOLATION,74.32304,10,7,BANK,10/6/2011,PUNJAB,10/6/2011 22:07:17
9134," 13/32 Dev Samaj Road, Lahore",Lahore ,,Assault,COMPLETED,3751.0,District Lahore,31.52706,MISDMEANOR,74.32706,8,9,PETROL PUMP,4/19/2014,PUNJAB,4/19/2014 0:36:30
9135," Lake Road, Lahore",Lahore ,,Narcotics,ATTEMPTED,3754.0,District Lahore,31.51782,VIOLATION,74.31782,5,6,PARKING LOT/GARAGE,5/23/2013,PUNJAB,5/23/2013 3:07:53
9136," Nisar Road, Rawalpindi",Islamabad,,Theft,ATTEMPTED,3757.0,District Islamabad,33.7154,VIOLATION,72.2454,5,7,FACTORY/WAREHOUSE,7/15/2015,PUNJAB,7/15/2015 15:53:02
9137," Abbas Street, Lahore",Lahore ,,Burglury,COMPLETED,3759.0,District Lahore,31.58046,MISDMEANOR,74.38046,9,5,BANK,12/11/2014,PUNJAB,12/11/2014 10:07:48
9138," Taiba Town Phase 3, Ferozewala",Gujranwala,,Car stolen,ATTEMPTED,3761.0,District Gujranwala,32.1506955,FELONY,74.1806955,9,11,RAILWAY STATION,5/25/2012,PUNJAB,5/25/2012 20:24:10
9139," Data Nagar, Lahore",Lahore ,,Kidnapping,COMPLETED,3762.0,District Lahore,31.50726,VIOLATION,74.30726,6,6,RESIDENCE,12/11/2013,PUNJAB,12/11/2013 16:54:24
9140," Islam Colony, Gujranwala",Gujranwala,,Corruption and Bribery,ATTEMPTED,3763.0,District Gujranwala,32.1554275,VIOLATION,74.1854275,7,5,ATM,5/16/2012,PUNJAB,5/16/2012 12:53:01
9141," F-7/3, Islamabad",Islamabad,,Car stolen,ATTEMPTED,3771.0,District Islamabad,33.6374,VIOLATION,72.1674,5,8,HOTEL/MOTEL,9/30/2014,PUNJAB,9/30/2014 19:19:05
9142," 279a Block B Revenue Housing Society, Lahore",Lahore ,,Assault,ATTEMPTED,3775.0,District Lahore,31.5639,VIOLATION,74.3639,3,9,RELIGIOUS PLACE,11/20/2014,PUNJAB,11/20/2014 22:15:50
9143," Bahria Expressway, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3776.0,District Islamabad,33.7226,VIOLATION,72.2526,6,2,PETROL PUMP,9/19/2011,PUNJAB,9/19/2011 16:25:41
9144," Altamash Road, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3782.0,District Islamabad,33.6842,VIOLATION,72.2142,2,1,ATM,8/31/2012,PUNJAB,8/31/2012 22:32:00
9145," F-11/4, Islamabad",Islamabad,,Car stolen,ATTEMPTED,3783.0,District Islamabad,33.7066,MISDEMEANOR,72.2366,4,9,PETROL PUMP,9/5/2011,PUNJAB,9/5/2011 5:41:50
9146," Parliament Lodges Lane, Islamabad",Islamabad,,Corruption and Bribery,ATTEMPTED,3784.0,District Islamabad,33.5294,VIOLATION,72.0594,1,1,HIGHWAY,1/6/2015,PUNJAB,1/6/2015 14:44:55
9147," Pir Ghazi Road, Lahore",Lahore ,,Theft,ATTEMPTED,3787.0,District Lahore,31.52292,VIOLATION,74.32292,2,4,PUBLIC BUILDING,4/17/2012,PUNJAB,4/17/2012 6:08:15
9148," Road 45 M Wide, Lahore",Lahore ,,Theft,ATTEMPTED,3789.0,District Lahore,31.54764,MISDMEANOR,74.34764,5,12,PETROL PUMP,2/16/2013,PUNJAB,2/16/2013 5:28:31
9149," Kucha Chabuk Sowaran, Lahore",Lahore ,,Narcotics,ATTEMPTED,3792.0,District Lahore,31.50858,VIOLATION,74.30858,8,12,AIRPORT,8/31/2011,PUNJAB,8/31/2011 7:45:52
9150," Street 15, Islamabad",Islamabad,,Kidnapping,COMPLETED,3794.0,District Islamabad,33.5726,MISDEMEANOR,72.1026,8,8,PARK/PLAYGROUND,7/21/2015,PUNJAB,7/21/2015 16:39:05
9151," Niazi Street, Islamabad",Islamabad,,Corruption and Bribery,ATTEMPTED,3796.0,District Islamabad,33.5524,VIOLATION,72.0824,7,2,RAILWAY STATION,1/28/2013,PUNJAB,1/28/2013 11:53:15
9152," Mehar Abad, Rawalpindi",Islamabad,,Theft,COMPLETED,3798.0,District Islamabad,33.696,VIOLATION,72.226,8,9,PETROL PUMP,3/10/2013,PUNJAB,3/10/2013 16:00:33
9153," Gill Road, Gujranwala",Gujranwala,,Assault,ATTEMPTED,3801.0,District Gujranwala,32.152457,Invalid character class first,74.182457,7,9,RELIGIOUS PLACE,9/28/2011,PUNJAB,9/28/2011 19:02:45
9154," Street 88, Islamabad",Islamabad,,Mugging,ATTEMPTED,3802.0,District Islamabad,33.5516,VIOLATION,72.0816,9,2,GYM/FITNESS FACILITY,3/30/2012,PUNJAB,3/30/2012 0:22:01
9155," P.P.S Road, Lahore",Lahore ,,Theft,COMPLETED,3803.0,District Lahore,31.5951,MISDMEANOR,74.3951,8,11,CONSTRUCTION SITE,5/19/2011,PUNJAB,5/19/2011 14:06:51
9156," Pindi Rajputan, Lahore",Lahore ,,Theft,COMPLETED,3804.0,District Lahore,31.57392,FELONY,74.37392,4,2,PETROL PUMP,2/21/2012,PUNJAB,2/21/2012 9:46:12
9157," Imamia Colony, Ferozewala",Gujranwala,,Car stolen,ATTEMPTED,3806.0,District Gujranwala,32.1576505,VIOLATION,74.1876505,8,10,OTHER,1/4/2013,PUNJAB,1/4/2013 9:16:06
9158," Kabootar Pura, Lahore",Lahore ,,Narcotics,ATTEMPTED,3813.0,District Lahore,31.5825,VIOLATION,74.3825,4,2,PUBLIC BUILDING,11/10/2011,PUNJAB,11/10/2011 5:09:49
9159," 100 Sector B-1, Lahore",Lahore ,,Assault,ATTEMPTED,3815.0,District Lahore,31.52202,VIOLATION,74.32202,5,4,BUS STOP,1/30/2012,PUNJAB,1/30/2012 9:42:05
9160," Model Town, Gujranwala",Gujranwala,,Mugging,ATTEMPTED,3818.0,District Gujranwala,32.1529055,FELONY,74.1829055,6,4,AIRPORT,12/15/2015,PUNJAB,12/15/2015 11:29:36
9161," High Court Bus Stop, Mall Road, Lahore",Lahore ,,Mugging,ATTEMPTED,3820.0,District Lahore,31.50486,VIOLATION,74.30486,8,2,OTHER,9/5/2012,PUNJAB,9/5/2012 0:30:18
9162," Kharak, Lahore",Lahore ,,Narcotics,ATTEMPTED,3826.0,District Lahore,31.54908,FELONY,74.34908,1,9,PUBLIC BUILDING,10/11/2012,PUNJAB,10/11/2012 20:28:50
9163," 83 College Road, Lahore",Lahore ,,Burglury,COMPLETED,3833.0,District Lahore,31.50702,VIOLATION,74.30702,5,7,PUBLIC TRANSPORT,9/16/2013,PUNJAB,9/16/2013 12:16:02
9164," 106/2 Block J, Lahore",Lahore ,,Assault,ATTEMPTED,3835.0,District Lahore,31.55004,FELONY,74.35004,5,10,PETROL PUMP,11/12/2011,PUNJAB,11/12/2011 0:12:09
9165," 27th Avenue, Gujranwala 52250",Gujranwala,,Corruption and Bribery,ATTEMPTED,3840.0,District Gujranwala,32.159555,FELONY,74.189555,10,7,RELIGIOUS PLACE,6/7/2013,PUNJAB,6/7/2013 2:47:37
9166," College Road, Gujranwala",Gujranwala,,Theft,ATTEMPTED,3841.0,District Gujranwala,32.15351,MISDMEANOR,74.18351,10,9,SUPERMARKET/STORE,1/31/2014,PUNJAB,1/31/2014 12:01:06
9167," Faisal Road, Gujranwala",Gujranwala,,Burglury,COMPLETED,3842.0,District Gujranwala,32.1566105,VIOLATION,74.1866105,4,2,HOSPITAL/CLINIC,8/24/2012,PUNJAB,8/24/2012 16:12:15
9168," Dhoke Chaudrian Sajid Bukhari Road, Dhoke Chuhdrian Market, Rawalpindi 46000",Islamabad,,Narcotics,COMPLETED,3849.0,District Islamabad,33.721,VIOLATION,72.251,9,3,ATM,9/11/2013,PUNJAB,9/11/2013 21:48:41
9169," Chan Da Qila - Roundabout, Gujranwala",Gujranwala,,Rape,COMPLETED,3851.0,District Gujranwala,32.151716,VIOLATION,74.181716,3,4,OTHER,5/19/2015,PUNJAB,5/19/2015 8:47:00
9170," Mohni Road, Lahore",Lahore ,,Robbery,COMPLETED,3852.0,District Lahore,31.50954,VIOLATION,74.30954,7,12,BRIDGE,10/12/2014,PUNJAB,10/12/2014 3:51:07
9171," Montgomery Park Road, Lahore",Lahore ,,Robbery,ATTEMPTED,3853.0,District Lahore,31.52694,VIOLATION,74.32694,5,7,OTHER,2/26/2013,PUNJAB,2/26/2013 3:47:48
9172," Industrial Estate, Gujranwala",Gujranwala,,Robbery,ATTEMPTED,3856.0,District Gujranwala,32.1529185,MISDEMEANOR,74.1829185,8,3,PUBLIC TRANSPORT,12/13/2015,PUNJAB,12/13/2015 17:52:09
9173," Samsani Khui, Lahore",Lahore ,,Theft,ATTEMPTED,3859.0,District Lahore,31.57644,MISDMEANOR,74.37644,9,12,GYM/FITNESS FACILITY,12/18/2013,PUNJAB,12/18/2013 18:13:05
9174," Grand Trunk Road, Ferozewala",Gujranwala,,Vandalism,ATTEMPTED,3861.0,District Gujranwala,32.158372,FELONY,74.188372,10,12,OTHER,5/8/2011,PUNJAB,5/8/2011 18:49:23
9175," Markaz Road, Islamabad",Islamabad,,Child Abuse,ATTEMPTED,3862.0,District Islamabad,33.6732,MISDEMEANOR,72.2032,5,7,SCHOOL,11/17/2011,PUNJAB,11/17/2011 6:41:42
9176," G-8 Markaz, Islamabad",Islamabad,,Car stolen,COMPLETED,3864.0,District Islamabad,33.552,FELONY,72.082,8,12,HIGHWAY,8/29/2014,PUNJAB,8/29/2014 21:59:12
9177," Khiyali Bus Stop, Gujranwala",Gujranwala,,Burglury,COMPLETED,3868.0,District Gujranwala,32.1507735,VIOLATION,74.1807735,8,8,PUBLIC BUILDING,8/29/2011,PUNJAB,8/29/2011 10:16:18
9178," Krishan Nagar, Gujranwala",Gujranwala,,Mugging,ATTEMPTED,3876.0,District Gujranwala,32.153978,MISDEMEANOR,74.183978,4,6,PUBLIC BUILDING,3/14/2015,PUNJAB,3/14/2015 12:11:10
9179," Faisal Colony, Rawalpindi",Islamabad,,Narcotics,COMPLETED,3877.0,District Islamabad,33.7232,VIOLATION,72.2532,10,7,STREET,9/7/2011,PUNJAB,9/7/2011 8:26:22
9180," Baba Farid Road, Lahore",Lahore ,,Corruption and Bribery,ATTEMPTED,3881.0,District Lahore,31.57116,FELONY,74.37116,7,8,HOTEL/MOTEL,1/23/2012,PUNJAB,1/23/2012 13:48:35
9181," Sadiq Colony, Gujranwala",Gujranwala,,Theft,COMPLETED,3883.0,District Gujranwala,32.151911,MISDMEANOR,74.181911,8,8,BUS STOP,6/16/2013,PUNJAB,6/16/2013 5:45:04
9182," Karim Block Stop, Wahdat Road, Lahore",Lahore ,,Narcotics,COMPLETED,3886.0,District Lahore,31.58724,FELONY,74.38724,3,3,CONSTRUCTION SITE,4/2/2012,PUNJAB,4/2/2012 5:19:50
9183," Gujranwala City, Gujranwala 52250",Gujranwala,,Assault,COMPLETED,3888.0,District Gujranwala,32.1530485,Invalid character class first,74.1830485,10,11,FACTORY/WAREHOUSE,2/2/2014,PUNJAB,2/2/2014 11:13:56
9184," R. A. Bazaar, Lahore",Lahore ,,Theft,ATTEMPTED,3891.0,District Lahore,31.52688,FELONY,74.32688,3,12,HOSPITAL/CLINIC,4/16/2014,PUNJAB,4/16/2014 6:50:56
9185," Model Town Road, Gujranwala",Gujranwala,,Mugging,COMPLETED,3894.0,District Gujranwala,32.158814,VIOLATION,74.188814,8,5,STREET,5/23/2012,PUNJAB,5/23/2012 8:42:52
9186," Muhammad Saleem Sheikh Road, Lahore",Lahore ,,Robbery,ATTEMPTED,3899.0,District Lahore,31.59612,VIOLATION,74.39612,3,11,CONSTRUCTION SITE,9/23/2014,PUNJAB,9/23/2014 21:54:55
9187," 19 Green Cap Road, Lahore",Lahore ,,Assault,COMPLETED,3905.0,District Lahore,31.53012,VIOLATION,74.33012,6,3,PARKING LOT/GARAGE,12/23/2011,PUNJAB,12/23/2011 15:22:26
9188," Peoples Colony, Ferozewala",Gujranwala,,Rape,ATTEMPTED,3906.0,District Gujranwala,32.154719,VIOLATION,74.184719,6,2,PETROL PUMP,2/3/2011,PUNJAB,2/3/2011 2:14:36
9189," PCSIR Staff Colony, Lahore",Lahore ,,Theft,ATTEMPTED,3909.0,District Lahore,31.53798,MISDMEANOR,74.33798,3,4,RELIGIOUS PLACE,12/17/2011,PUNJAB,12/17/2011 18:48:00
9190," 6th Road, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3910.0,District Islamabad,33.7202,VIOLATION,72.2502,9,7,MALL,11/13/2014,PUNJAB,11/13/2014 15:00:15
9191," Peoples Colony, Ferozewala",Gujranwala,,Car stolen,COMPLETED,3919.0,District Gujranwala,32.152977,MISDMEANOR,74.182977,6,9,RAILWAY STATION,3/19/2013,PUNJAB,3/19/2013 11:19:55
9192," H.B.F.C Society, Lahore",Lahore ,,Mugging,ATTEMPTED,3923.0,District Lahore,31.5192,MISDMEANOR,74.3192,5,2,SUPERMARKET/STORE,8/21/2013,PUNJAB,8/21/2013 14:30:19
9193," Circular Road, Gujranwala",Gujranwala,,Robbery,COMPLETED,3924.0,District Gujranwala,32.154992,MISDEMEANOR,74.184992,6,6,HIGHWAY,7/12/2014,PUNJAB,7/12/2014 0:15:26
9194," Block H-2, Lahore",Lahore ,,Homicide,COMPLETED,3925.0,District Lahore,31.57656,FELONY,74.37656,8,5,HIGHWAY,8/19/2014,PUNJAB,8/19/2014 1:33:17
9195," Bank Colony, Rawalpindi",Islamabad,,Narcotics,COMPLETED,3926.0,District Islamabad,33.586,MISDEMEANOR,72.116,2,3,PUBLIC BUILDING,2/14/2014,PUNJAB,2/14/2014 0:23:55
9196," Sector H-9/1, Islamabad",Islamabad,,Homicide,ATTEMPTED,3929.0,District Islamabad,33.6722,FELONY,72.2022,1,8,RELIGIOUS PLACE,7/16/2011,PUNJAB,7/16/2011 10:15:21
9197," Dhoke Elahi Baksh, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3930.0,District Islamabad,33.5336,VIOLATION,72.0636,6,1,FACTORY/WAREHOUSE,3/3/2013,PUNJAB,3/3/2013 16:44:37
9198," Hall Road, Lahore",Lahore ,,Mugging,ATTEMPTED,3932.0,District Lahore,31.53594,VIOLATION,74.33594,9,5,OTHER,6/4/2012,PUNJAB,6/4/2012 5:50:18
9199," Lahore Metro Bus System, Lahore 54000",Lahore ,,Narcotics,ATTEMPTED,3933.0,District Lahore,31.5651,VIOLATION,74.3651,2,10,SUPERMARKET/STORE,1/5/2011,PUNJAB,1/5/2011 16:29:48
9200, Ferozewala,Gujranwala,,Vandalism,COMPLETED,3934.0,District Gujranwala,32.153289,VIOLATION,74.183289,8,3,SCHOOL,1/2/2014,PUNJAB,1/2/2014 13:14:44
9201," Niazi Express, Mangla Road, Karachi Company, Islamabad",Islamabad,,Corruption and Bribery,ATTEMPTED,3938.0,District Islamabad,33.6412,VIOLATION,72.1712,6,2,STREET,12/21/2014,PUNJAB,12/21/2014 4:16:39
9202," Defence Phase 2, Lahore",Lahore ,,Kidnapping,COMPLETED,3939.0,District Lahore,31.58922,FELONY,74.38922,10,5,OTHER,1/8/2011,PUNJAB,1/8/2011 17:07:09
9203," Asian Highway 2, Gujranwala",Gujranwala,,Theft,COMPLETED,3945.0,District Gujranwala,32.159932,MISDMEANOR,74.189932,8,8,BANK,2/9/2014,PUNJAB,2/9/2014 22:34:56
9204," Street 18, Islamabad",Islamabad,,Kidnapping,ATTEMPTED,3946.0,District Islamabad,33.714,VIOLATION,72.244,2,6,SCHOOL,2/12/2015,PUNJAB,2/12/2015 19:20:43
9205," Rohi Nala Rd, Lahore",Lahore ,,Theft,ATTEMPTED,3948.0,District Lahore,31.533,VIOLATION,74.333,9,6,MALL,10/15/2015,PUNJAB,10/15/2015 1:44:33
9206," Imamia Colony Train Station, Ferozewala",Gujranwala,,Child Abuse,COMPLETED,3951.0,District Gujranwala,32.1552325,VIOLATION,74.1852325,10,12,CONSTRUCTION SITE,1/30/2011,PUNJAB,1/30/2011 20:24:25
9207," General Bus Stand Road, Gujranwala",Gujranwala,,Vandalism,ATTEMPTED,3955.0,District Gujranwala,32.1552585,MISDEMEANOR,74.1852585,8,6,HOTEL/MOTEL,11/14/2015,PUNJAB,11/14/2015 13:42:30
9208," Crescent Town, Lahore",Lahore ,,Kidnapping,ATTEMPTED,3956.0,District Lahore,31.58142,VIOLATION,74.38142,4,1,PETROL PUMP,2/21/2015,PUNJAB,2/21/2015 10:23:34
9209," 60 Main Road, Gujranwala",Gujranwala,,Mugging,COMPLETED,3957.0,District Gujranwala,32.1556095,VIOLATION,74.1856095,6,11,BUS STOP,8/22/2013,PUNJAB,8/22/2013 7:46:21
9210," Garhi Shahu Main Market Road, Lahore",Lahore ,,Car stolen,ATTEMPTED,3959.0,District Lahore,31.51386,MISDMEANOR,74.31386,2,11,BUS STOP,4/27/2014,PUNJAB,4/27/2014 3:02:05
9211," Street 44, Islamabad 44000",Islamabad,,Mugging,ATTEMPTED,3962.0,District Islamabad,33.5074,FELONY,72.0374,1,3,SCHOOL,6/11/2014,PUNJAB,6/11/2014 12:24:02
9212," Islam Colony, Gujranwala",Gujranwala,,Assault,COMPLETED,3964.0,District Gujranwala,32.1523595,Invalid character class first,74.1823595,3,5,PARKING LOT/GARAGE,11/27/2015,PUNJAB,11/27/2015 11:40:11
9213," Badar Block, Lahore",Lahore ,,Corruption and Bribery,COMPLETED,3965.0,District Lahore,31.54344,VIOLATION,74.34344,10,2,RELIGIOUS PLACE,11/26/2015,PUNJAB,11/26/2015 20:24:48
9214," F-11, Islamabad",Islamabad,,Car stolen,ATTEMPTED,3969.0,District Islamabad,33.7134,FELONY,72.2434,1,9,BUS STOP,4/22/2014,PUNJAB,4/22/2014 16:32:04
9215," Block N, Lahore",Lahore ,,Homicide,ATTEMPTED,3970.0,District Lahore,31.52928,MISDMEANOR,74.32928,6,11,RAILWAY STATION,10/8/2011,PUNJAB,10/8/2011 20:03:59
9216," Mohalla Noor Baba, Gujranwala",Gujranwala,,Assault,ATTEMPTED,3971.0,District Gujranwala,32.1513975,Invalid character class first,74.1813975,2,3,PARKING LOT/GARAGE,8/31/2014,PUNJAB,8/31/2014 12:10:18
9217," Ali Park, Ferozewala",Gujranwala,,Robbery,ATTEMPTED,3972.0,District Gujranwala,32.1560775,MISDEMEANOR,74.1860775,8,1,RESTAURANT/DINER,7/17/2014,PUNJAB,7/17/2014 21:14:23
9218," Neelam Road, Islamabad",Islamabad,,Corruption and Bribery,COMPLETED,3976.0,District Islamabad,33.5216,FELONY,72.0516,7,6,ATM,7/19/2013,PUNJAB,7/19/2013 2:27:30
9219," Link 3, Lahore",Lahore ,,Narcotics,ATTEMPTED,3977.0,District Lahore,31.58478,VIOLATION,74.38478,2,3,RAILWAY STATION,5/4/2015,PUNJAB,5/4/2015 0:31:28
9220," Street Haji Abdul Kareem, Gujranwala",Gujranwala,,Child Abuse,ATTEMPTED,3979.0,District Gujranwala,32.159672,FELONY,74.189672,7,5,RESTAURANT/DINER,10/5/2014,PUNJAB,10/5/2014 13:36:13
9221," Mughalpura Road, Lahore",Lahore ,,Robbery,COMPLETED,3980.0,District Lahore,31.50462,VIOLATION,74.30462,7,2,RAILWAY STATION,2/21/2013,PUNJAB,2/21/2013 23:12:37
9222," Circular Road, Gujranwala",Gujranwala,,Theft,COMPLETED,3983.0,District Gujranwala,32.1504225,FELONY,74.1804225,7,8,MALL,11/29/2015,PUNJAB,11/29/2015 5:48:12
9223," Gill Road, Gujranwala",Gujranwala,,Corruption and Bribery,COMPLETED,3984.0,District Gujranwala,32.155096,VIOLATION,74.185096,7,10,RELIGIOUS PLACE,4/29/2013,PUNJAB,4/29/2013 15:35:46
9224," H-8/2, Islamabad",Islamabad,,Car stolen,ATTEMPTED,3990.0,District Islamabad,33.7028,FELONY,72.2328,2,3,FACTORY/WAREHOUSE,9/16/2011,PUNJAB,9/16/2011 15:56:41
9225," Nawab Town, Lahore",Lahore ,,Robbery,ATTEMPTED,3993.0,District Lahore,31.55316,MISDMEANOR,74.35316,2,5,HOSPITAL/CLINIC,1/1/2013,PUNJAB,1/1/2013 23:30:19
9226," GCP Society, Lahore",Lahore ,,Car stolen,COMPLETED,3997.0,District Lahore,31.53462,VIOLATION,74.33462,5,1,MALL,5/2/2014,PUNJAB,5/2/2014 14:46:55
9227," A Block, Rawalpindi",Islamabad,,Narcotics,COMPLETED,4008.0,District Islamabad,33.5504,FELONY,72.0804,4,4,HIGHWAY,7/13/2014,PUNJAB,7/13/2014 9:23:27
9228," Unnamed Road, Islamabad",Islamabad,,Mugging,COMPLETED,4011.0,District Islamabad,33.5284,FELONY,72.0584,4,5,SUPERMARKET/STORE,5/17/2011,PUNJAB,5/17/2011 22:22:22
9229," Pindi Bypass Grw., Gujranwala",Gujranwala,,Car stolen,COMPLETED,4013.0,District Gujranwala,32.15611,FELONY,74.18611,1,7,BRIDGE,11/17/2013,PUNJAB,11/17/2013 12:54:01
9230," Krishan Nagar, Gujranwala",Gujranwala,,Burglury,COMPLETED,4014.0,District Gujranwala,32.155707,FELONY,74.185707,3,8,GYM/FITNESS FACILITY,4/15/2012,PUNJAB,4/15/2012 19:38:44
9231," Ganda Nala Road, Lahore",Lahore ,,Car stolen,ATTEMPTED,4018.0,District Lahore,31.5174,VIOLATION,74.3174,5,3,AIRPORT,8/25/2014,PUNJAB,8/25/2014 16:15:33
9232," Jinnah Park Stop, Airport Road, Rawalpindi",Islamabad,,Robbery,ATTEMPTED,4020.0,District Islamabad,33.627,FELONY,72.157,6,10,GYM/FITNESS FACILITY,12/7/2011,PUNJAB,12/7/2011 3:03:36
9233," Iqbal Park, Lahore",Lahore ,,Mugging,ATTEMPTED,4021.0,District Lahore,31.59342,MISDMEANOR,74.39342,1,12,GYM/FITNESS FACILITY,9/17/2013,PUNJAB,9/17/2013 11:03:16
9234," PWD Double Road, Rawalpindi",Islamabad,,Vandalism,COMPLETED,4022.0,District Islamabad,33.6876,FELONY,72.2176,7,4,RESIDENCE,10/19/2012,PUNJAB,10/19/2012 8:59:50
9235," main bazar rana town, Ferozewala",Gujranwala,,Homicide,COMPLETED,4024.0,District Gujranwala,32.1588075,MISDEMEANOR,74.1888075,8,8,PUBLIC BUILDING,7/20/2014,PUNJAB,7/20/2014 7:42:38
9236," Bulleh Shah Road, Lahore",Lahore ,,Kidnapping,COMPLETED,4026.0,District Lahore,31.54332,MISDMEANOR,74.34332,8,11,OTHER,1/13/2015,PUNJAB,1/13/2015 9:41:11
9237," Hardosohal Muslim Road, Ferozewala",Gujranwala,,Theft,ATTEMPTED,4027.0,District Gujranwala,32.151807,MISDMEANOR,74.181807,9,2,MALL,11/16/2013,PUNJAB,11/16/2013 9:37:53
9238," 1 Davis Road, Virtual University of Pakistan, Lahore",Lahore ,,Assault,ATTEMPTED,4029.0,District Lahore,31.57332,FELONY,74.37332,7,6,PARKING LOT/GARAGE,7/24/2012,PUNJAB,7/24/2012 1:51:42
